,id_project,name,score,position,platform,year,week
352,13285,Safeswap Token,51.94,205,polygon-pos,2023,37
353,16476,Bullieverse,48.01,291,polygon-pos,2023,37
354,13269,Playermon,45.15,350,polygon-pos,2023,37
355,18792,Tutellus,43.59,385,polygon-pos,2023,37
356,12382,Fabwelt,43.15,398,polygon-pos,2023,37
357,12135,Snook,41.20,455,polygon-pos,2023,37
358,16534,Rainbow Token,40.46,496,polygon-pos,2023,37
359,16037,Sheesha Finance Polygon,38.85,550,polygon-pos,2023,37
360,17936,Quickswap,55.98,137,polygon-pos,2023,38
361,10287,Kommunitas,52.35,207,polygon-pos,2023,38
362,18792,Tutellus,49.98,246,polygon-pos,2023,38
363,16476,Bullieverse,47.28,314,polygon-pos,2023,38
364,13269,Playermon,43.42,389,polygon-pos,2023,38
365,12382,Fabwelt,40.15,495,polygon-pos,2023,38
366,12135,Snook,39.74,513,polygon-pos,2023,38
367,16534,Rainbow Token,39.62,519,polygon-pos,2023,38
368,17063,MetaShooter,37.01,621,polygon-pos,2023,38
369,15802,Affyn,35.99,736,polygon-pos,2023,38
